Fair-Trade Score,Panel Test,PackagingDatumTijdEind,Gewichtscontrole,Roosterprofiel,Cyclustijd,GrindingApparaat,Opmerkingen,Batchnr,GrindingDatumTijdEind,GrindingID,LeverancierLevertijd,Koffieboon,Registratiedatum,Benuttingsgraad,Voorraadniveaus,FillingID,Duurzaamheid Score,GrindingDatumTijdStart,FillingApparaat,PackagingApparaat,Cost,FillingDatumTijdStart,PackagingDatumTijdStart,PackagingID,ProcessTime,Herkomst,Audit van Leverancier,CO2-Footprint,Klantretourpercentage,Risicokwalificatie,FillingDatumTijdEind,Klanttevredenheid,Leveranciersbeoordeling,Laatste Audit,Defectpercentage,Energieverbruik
60,Voldoet,2022-12-28 21:03:56.590264,0.97 kg,Licht,5.48 uur,Grinder 1,Geen,9719,2022-12-28 19:30:36.621985,6213,16 dagen,Robusta,2022-01-31,86.34%,300 units,129,40,2022-12-28 19:16:50,Filling Machine 5,Packager 5,574.08 euros,2022-12-28 19:50:38.246008,2022-12-28 20:39:46.233417,3165,5.48 hours,Democratische Republiek Congo,Goedgekeurd,8.10 kg CO2/kg,0.57%,Matig,2022-12-28 20:01:23.804547,6,4.0,2022-10-29,0.97%,389.0 kWh
33,Voldoet,0000-00-00 00:00:00,0.91 kg,Licht,4.68 uur,Grinder 5,Herziening vereist,6778,2021-11-12 16:05:12.281927,3843,5 dagen,Arabica,2021-01-06,80.58%,500 units,3651,60,2021-11-12 15:52:21,Filling Machine 3,Packager 5,534.13 euros,2021-11-12 16:33:58.643931,2021-11-12 18:00:31.353508,6888,4.68 hours,El Salvador,Goedgekeurd,2.08 kg CO2/kg,1.68%,Matig,2021-11-12 16:51:58.983094,1,7.0,2021-06-05,2.91%,259.0 kWh
67,Voldoet,2022-12-03 21:31:36.241912,0.95 kg,Medium-Donker,3.73 uur,Grinder 5,Geen,5898,onbekend,6041,16 dagen,Liberica,2020-12-17,72.48%,100 units,5673,44,2022-12-03 18:35:20,Filling Machine 5,Packager 2,486.75 euros,2022-12-03 19:32:40.665056,2022-12-03 21:11:09.657796,616,3.73 hours,Ecuador,Goedgekeurd,2.91 kg CO2/kg,1.02%,Matig,2022-12-03 20:00:07.323820,1,7.0,2021-05-24,2.70%,336.0 kWh
43,Voldoet,2023-10-24 14:54:37.093562,0.62 kg,Licht,2.65 uur,Grinder 5,Geen,3076,2023-10-24 12:28:14.715531,7815,14 dagen,Liberica,2021-09-14,69.70%,200 units,7631,48,2023-10-24 12:15:25,Filling Machine 2,Packager 4,432.31 euros,31-02-2025 25:61:61,2023-10-24 14:30:43.453987,1737,2.65 hours,Brazilië,Herziening vereist,7.70 kg CO2/kg,0.64%,Hoog,2023-10-24 13:21:50.094613,7,6.0,2022-01-22,2.63%,
67,Voldoet gedeeltelijk,2023-05-26 21:28:59.097646,1.02 kg,Medium,4.95 uur,Grinder 5,Geen,7018,2023-05-26 19:13:45.795580,7020,11 dagen,Excelsa,2021-06-28,86.08%,500 units,4605,57,2023-05-26 18:46:11,Filling Machine 3,Packager 4,547.62 euros,2023-05-26 19:58:16.584995,2023-05-26 20:50:09.730890,3275,4.95 hours,Colombia,Afgekeurd,6.52 kg CO2/kg,1.13%,Matig,2023-05-26 20:14:56.821700,5,3.0,2022-02-14,2.04%,173.0 kWh
39,Voldoet,2020-08-20 16:47:53.392156,1.14 kg,Medium-Donker,3.62 uur,Grinder 5,Geen,4641,2020-08-20 14:27:20.621861,1266,10 dagen,Liberica,2020-12-26,54.14%,300 units,4116,47,2020-08-20 14:14:15,Filling Machine 5,Packager 2,481.08 euros,2020-08-20 14:53:02.806158,2020-08-20 16:06:47.728617,6358,3.62 hours,Nicaragua,Goedgekeurd,3.46 kg CO2/kg,0.81%,Hoog,2020-08-20 15:03:19.421955,onbekend,7.0,2021-06-24,0.00%,
40,Voldoet,2023-06-20 02:11:52.022778,1.50 kg,Medium-Donker,,Grinder 1,Geen,8634,2023-06-20 00:17:45.508906,7152,8 dagen,Arabica,2021-05-02,77.19%,200 units,9821,55,2023-06-19 23:55:30,Filling Machine 1,Packager 3,457.23 euros,2023-06-20 00:51:53.448289,2023-06-20 01:45:03.763833,1329,3.14 hours,Indonesië,Goedgekeurd,2.34 kg CO2/kg,0.51%,Hoog,2023-06-20 01:02:26.416330,5,4.0,2022-04-15,1.41%,419.0 kWh
44,Voldoet,2021-07-24 19:38:06.614502,0.85 kg,Medium-Donker,2.91 uur,Grinder 4,Herziening vereist,5042,2021-07-24 17:03:18.583950,3215,5 dagen,Excelsa,2020-02-16,78.44%,200 units,1596,37,2021-07-24 16:39:30,Filling Machine 3,Packager 3,445.34 euros,2021-07-24 17:28:53.159341,2021-07-24 19:05:00.052556,9744,2.91 hours,Nicaragua,Herziening vereist,5.33 kg CO2/kg,1.49%,Laag,2021-07-24 17:44:23.032319,7,4.0,2020-12-04,2.15%,abc kWh
51,Voldoet,2020-02-24 19:33:41.296526,1.06 kg,Medium-Donker,onbekend,Grinder 1,Geen,9599,2020-02-24 17:06:23.153638,315,7 dagen,Liberica,2023-02-06,54.32%,500 units,8874,69,2020-02-24 16:45:44,Filling Machine 2,Packager 1,456.09 euros,2020-02-24 17:28:54.719154,2020-02-24 18:45:48.447168,1943,3.12 hours,Brazilië,Herziening vereist,5.51 kg CO2/kg,0.45%,Hoog,2020-02-24 17:46:21.731241,2,1.0,2023-05-28,1.24%,359.0 kWh
64,Voldoet,2023-02-14 01:35:03.562726,1.10 kg,Licht,3.30 uur,Grinder 4,Uitstekende kwaliteit,7831,2023-02-13 23:09:28.045819,6473,20 dagen,Robusta,2022-09-28,66.13%,400 units,7588,72,2023-02-13 22:47:29,Filling Machine 2,Packager 4,464.80 euros,2023-02-13 23:40:00.135258,2023-02-14 01:05:17.420314,3570,3.30 hours,Thailand,Afgekeurd,7.06 kg CO2/kg,2.00%,Matig,2023-02-13 23:55:19.555166,8,4.0,2023-01-26,1.61%,243.0 kWh
34,Voldoet gedeeltelijk,2021-04-19 07:31:03.957560,0.89 kg,Medium,2.88 uur,Grinder 2,Uitstekende kwaliteit,3182,2021-04-19 04:54:43.051237,2667,18 dagen,Arabica,2022-04-03,71.20%,200 units,8017,28,2021-04-19 04:23:34,Filling Machine 5,Packager 3,443.83 euros,2021-04-19 05:16:32.080198,2021-04-19 06:43:33.601181,7573,2.88 hours,Ethiopië,Herziening vereist,3.42 kg CO2/kg,1.85%,Kritiek,2021-04-19 05:30:45.940792,4,4.0,2022-11-22,2.83%,
21,Voldoet gedeeltelijk,2021-10-14 05:57:17.441706,1.17 kg,Licht,4.41 uur,Grinder 5,Geen,1125,31-02-2025 25:61:61,3683,11 dagen,Robusta,2023-10-24,79.87%,500 units,6290,58,2021-10-14 03:43:47,Filling Machine 2,Packager 5,520.69 euros,2021-10-14 04:37:22.957248,2021-10-14 05:42:09.059168,2734,4.41 hours,Kenia,Goedgekeurd,3.11 kg CO2/kg,0.76%,Hoog,2021-10-14 04:51:15.464672,1,6.0,2024-05-23,1.38%,278.0 kWh
50,Voldoet,2023-11-21 01:02:02.965008,0.94 kg,Medium,4.89 uur,Grinder 1,Uitstekende kwaliteit,6905,2023-11-20 22:04:42.674032,7952,13 dagen,Arabica,2020-12-07,90.99%,100 units,1520,49,2023-11-20 21:43:08,Filling Machine 5,Packager 1,544.26 euros,2023-11-20 22:51:21.644377,2023-11-21 00:35:05.848138,3255,4.89 hours,Guatemala,Goedgekeurd,2.09 kg CO2/kg,1.44%,Matig,2023-11-20 23:03:49.487412,1,3.0,2021-06-19,2.54%,383.0 kWh
10,Voldoet,2022-01-15 17:32:26.077091,1.06 kg,Licht,4.47 uur,Grinder 4,Geen,3501,31-02-2025 25:61:61,4224,13 dagen,Robusta,2022-04-14,70.33%,-999,491,47,onbekend,Filling Machine 4,Packager 3,523.29 euros,2022-01-15 16:02:16.095937,2022-01-15 17:10:20.465212,9045,4.47 hours,Democratische Republiek Congo,Goedgekeurd,8.70 kg CO2/kg,1.39%,Matig,2022-01-15 16:14:23.687334,5,7.0,2022-11-30,3.32%,onbekend
37,Voldoet,2023-01-28 22:19:02.341166,0.99 kg,Medium,4.08 uur,Grinder 3,Geen,3894,onbekend,6387,10 dagen,Excelsa,2020-01-21,71.60%,500 units,4528,53,2023-01-28 18:51:38,Filling Machine 4,Packager 1,503.81 euros,2023-01-28 19:42:42.485023,2023-01-28 21:47:57.222890,9504,4.08 hours,El Salvador,Afgekeurd,3.50 kg CO2/kg,0.16%,Matig,2023-01-28 20:01:29.054628,10,6.0,2020-11-18,2.71%,292.0 kWh
74,Voldoet niet,2023-08-26 18:39:07.294532,1.12 kg,Medium-Donker,4.40 uur,Grinder 5,Geen,4591,2023-08-26 15:41:26.094856,7496,6 dagen,Excelsa,2020-04-17,62.10%,200 units,3537,61,2023-08-26 15:21:08,Filling Machine 2,Packager 5,520.23 euros,2023-08-26 16:32:40.129411,2023-08-26 18:02:58.115936,2835,4.40 hours,Tanzania,Goedgekeurd,4.40 kg CO2/kg,0.97%,Matig,2023-08-26 16:52:19.975250,6,8.0,2020-06-08,2.87%,178.0 kWh
32,Voldoet,2022-08-07 01:35:38.575884,1.06 kg,Medium-Donker,5.02 uur,Grinder 1,Uitstekende kwaliteit,7538,2022-08-06 23:06:42.641270,5379,13 dagen,Robusta,2023-11-16,79.61%,200 units,6325,31,2022-08-06 22:41:57,Filling Machine 1,Packager 5,550.97 euros,2022-08-06 23:37:06.720187,2022-08-07 01:00:53.208531,5860,5.02 hours,India,Herziening vereist,3.85 kg CO2/kg,1.43%,Zeer Hoog,2022-08-06 23:48:29.093782,3,2.0,2024-04-01,0.76%,329.0 kWh
67,Voldoet gedeeltelijk,2023-10-10 11:59:55.494304,0.95 kg,Medium,4.02 uur,Grinder 4,Geen,3505,2023-10-10 09:43:14.423313,7740,10 dagen,Arabica,2023-01-08,87.20%,400 units,5523,71,2023-10-10 09:22:50,Filling Machine 2,Packager 5,501.17 euros,2023-10-10 10:07:40.686011,2023-10-10 11:40:35.020970,3798,4.02 hours,El Salvador,Herziening vereist,,0.76%,Kritiek,2023-10-10 10:25:56.287152,8,7.0,2023-10-28,1.18%,163.0 kWh
30,Voldoet,2022-05-27 09:17:08.606529,0.92 kg,Licht,4.21 uur,Grinder 3,Herziening vereist,4883,2022-05-27 06:44:51.595779,XXXX,6 dagen,Arabica,2020-06-04,86.83%,200 units,2859,57,2022-05-27 06:23:38,Filling Machine 4,Packager 1,510.70 euros,2022-05-27 07:15:04.467521,2022-05-27 08:52:46.110251,9640,4.21 hours,Ivoorkust,Afgekeurd,6.28 kg CO2/kg,0.65%,Kritiek,2022-05-27 07:36:04.104336,3,4.0,2020-09-23,2.13%,304.0 kWh
31,Voldoet,2021-08-25 12:24:12.954893,0.93 kg,Medium,5.31 uur,Grinder 3,Geen,4620,2021-08-25 10:22:05.422669,3394,8 dagen,Robusta,2022-12-07,64.72%,-999,705,38,2021-08-25 10:15:32,Filling Machine 1,Packager 1,565.65 euros,2021-08-25 10:50:32.663703,2021-08-25 11:52:49.912373,9647,5.31 hours,Angola,Herziening vereist,6.23 kg CO2/kg,0.48%,Zeer Hoog,2021-08-25 11:13:22.526346,3,8.0,2023-05-05,1.15%,237.0 kWh
73,Voldoet,2023-11-28 22:41:47.507500,0.99 kg,Medium-Donker,4.20 uur,Grinder 3,Geen,5116,0000-00-00 00:00:00,7990,16 dagen,Robusta,2022-05-27,81.74%,500 units,3166,0,2023-11-28 20:25:57,Filling Machine 3,Packager 5,510.22 euros,2023-11-28 21:03:32.833801,2023-11-28 22:17:01.205881,1298,4.20 hours,Kenia,Goedgekeurd,7.92 kg CO2/kg,0.15%,Hoog,2023-11-28 21:13:46.915543,2,4.0,2022-12-14,1.48%,313.0 kWh
59,Voldoet,2023-02-23 21:50:20.801569,0.98 kg,Medium,4.02 uur,Grinder 5,Geen,1340,2023-02-23 19:12:47.504948,9999,21 dagen,Arabica,2021-12-22,81.06%,500 units,9192,51,2023-02-23 18:56:42,Filling Machine 3,Packager 5,501.19 euros,2023-02-23 19:35:49.895464,0000-00-00 00:00:00,6909,4.02 hours,Guatemala,Herziening vereist,6.64 kg CO2/kg,0.27%,Hoog,2023-02-23 19:43:57.605624,4,5.0,2022-08-07,1.77%,278.0 kWh
82,Voldoet,2021-06-15 11:15:45.168578,0.81 kg,Medium-Donker,4.45 uur,Grinder 3,Geen,2350,2021-06-15 08:48:20.758842,2977,18 dagen,Robusta,2020-06-27,87.71%,500 units,6328,44,2021-06-15 08:26:28,Filling Machine 1,,522.31 euros,2021-06-15 09:14:36.250488,2021-06-15 10:39:02.696305,9172,???,Rwanda,Goedgekeurd,1.00 kg CO2/kg,1.85%,Hoog,2021-06-15 09:28:06.189125,4,3.0,2020-08-18,0.00%,292.0 kWh
32,Voldoet niet,2021-03-07 23:02:34.111699,1.00 kg,Medium,5.13 uur,Grinder 5,Geen,6698,2021-03-07 20:19:48.589136,2414,20 dagen,Robusta,2022-09-17,60.19%,200 units,1974,31,2021-03-07 20:03:41,Filling Machine 2,Packager 1,556.33 euros,2021-03-07 20:56:06.499092,2021-03-07 22:26:14.135720,2245,5.13 hours,Guatemala,Goedgekeurd,2.16 kg CO2/kg,0.72%,Hoog,2021-03-07 21:06:41.193046,5,3.0,2023-01-13,1.34%,303.0 kWh
50,Voldoet,2023-11-16 01:24:50.440443,0.98 kg,Medium,4.40 uur,Grinder 3,Geen,1188,2023-11-15 23:16:39.943954,7932,14 dagen,Arabica,2020-02-14,86.73%,400 units,5625,49,31-02-2025 25:61:61,Filling Machine 5,Packager 2,520.18 euros,2023-11-15 23:42:56.424691,2023-11-16 01:05:42.152725,2149,4.40 hours,Honduras,Afgekeurd,6.25 kg CO2/kg,1.00%,Kritiek,2023-11-15 23:52:55.789214,-3,7.0,2020-09-18,2.02%,225.0 kWh
16,Voldoet,2020-12-08 13:38:35.954689,1.44 kg,Medium-Donker,2.96 uur,Grinder 4,Geen,9489,0000-00-00 00:00:00,1915,10 dagen,Arabica,2021-07-31,89.29%,200 units,2927,50,2020-12-08 11:09:34,Filling Machine 5,Packager 2,447.86 euros,2020-12-08 11:50:10.665271,2020-12-08 13:09:46.973426,6381,2.96 hours,Indonesië,Afgekeurd,4.36 kg CO2/kg,1.85%,Matig,2020-12-08 12:05:30.591854,5,6.0,,3.16%,
59,Voldoet niet,2023-03-24 18:45:22.527545,1.26 kg,Medium,5.58 uur,Grinder 2,Uitstekende kwaliteit,9688,2023-03-24 16:21:50.748844,6678,17 dagen,Arabica,2020-04-03,80.75%,-999,1144,44,2023-03-24 16:03:59,Filling Machine 5,Packager 2,579.18 euros,2023-03-24 16:52:14.454981,2023-03-24 18:18:12.592347,1127,5.58 hours,Haïti,Herziening vereist,6.63 kg CO2/kg,0.76%,Hoog,2023-03-24 17:11:03.570856,5,1.0,2020-11-09,0.62%,194.0 kWh
46,Voldoet,2021-01-09 23:38:42.412550,1.13 kg,Medium,4.56 uur,Grinder 4,Uitstekende kwaliteit,4673,2021-01-09 21:27:53.857515,2079,14 dagen,Excelsa,2022-07-20,73.35%,100 units,2039,66,0000-00-00 00:00:00,Filling Machine 4,Packager 2,528.04 euros,2021-01-09 22:04:01.541451,2021-01-09 23:14:36.568996,1892,4.56 hours,Ethiopië,Goedgekeurd,9.30 kg CO2/kg,0.55%,Hoog,2021-01-09 22:18:39.216668,6,4.0,2023-07-08,2.30%,204.0 kWh
13,Voldoet,2021-04-15 00:53:26.962751,1.06 kg,Medium,4.14 uur,Grinder 1,Geen,6598,2021-04-14 22:28:23.555307,2637,5 dagen,Arabica,2023-07-22,74.66%,300 units,4319,47,2021-04-14 21:57:12,Filling Machine 1,Packager 2,506.75 euros,2021-04-14 22:43:20.968698,2021-04-15 00:08:30.842654,3232,4.14 hours,Ecuador,Goedgekeurd,1.81 kg CO2/kg,0.88%,Matig,2021-04-14 22:49:52.031236,3,4.0,2024-03-10,4.42%,408.0 kWh
42,Voldoet,2022-02-24 04:51:28.818474,1.18 kg,Donker,3.01 uur,Grinder 4,Geen,3521,2022-02-24 02:06:54.945549,4461,13 dagen,Arabica,2020-07-28,66.50%,500 units,3403,999,2022-02-24 01:53:54,Filling Machine 1,Packager 3,450.30 euros,2022-02-24 02:36:03.284653,2022-02-24 04:16:10.969736,2279,3.01 hours,Costa Rica,Herziening vereist,1.00 kg CO2/kg,1.22%,Laag,2022-02-24 03:00:16.504375,999,5.0,2020-08-31,1.80%,188.0 kWh
50,Voldoet gedeeltelijk,2022-01-01 11:03:40.056085,0.86 kg,Medium,???,Grinder 5,Geen,9552,2022-01-01 09:10:52.475263,4127,22 dagen,Arabica,2021-02-09,69.45%,100 units,7072,59,2022-01-01 09:03:03,Filling Machine 3,Packager 1,472.67 euros,2022-01-01 09:31:53.054991,2022-01-01 10:51:45.448538,6439,3.45 hours,Dominicaanse Republiek,Herziening vereist,5.52 kg CO2/kg,1.63%,Laag,2022-01-01 09:46:04.443618,7,2.0,2022-01-01,1.24%,212.0 kWh
24,Voldoet niet,2022-09-01 04:00:46.088413,0.84 kg,Medium-Donker,4.66 uur,Grinder 1,Geen,2568,2022-09-01 01:07:01.380131,5525,14 dagen,Robusta,,88.79%,500 units,3969,53,2022-09-01 00:48:54,Filling Machine 2,Packager 4,533.24 euros,2022-09-01 01:54:25.357535,0000-00-00 00:00:00,4404,4.66 hours,Papoea-Nieuw-Guinea,Herziening vereist,1.00 kg CO2/kg,0.83%,Hoog,2022-09-01 02:05:24.491838,5,6.0,2023-04-15,2.09%,463.0 kWh
53,Voldoet,2023-10-19 06:59:05.516316,0.97 kg,Licht,4.27 uur,Grinder 4,Geen,2162,2023-10-19 05:27:30.863961,7783,14 dagen,Excelsa,2020-06-27,66.25%,200 units,7180,76,2023-10-19 05:21:29,Filling Machine 1,Packager 3,-999999,2023-10-19 05:44:27.527732,2023-10-19 06:43:54.519856,1080,4.27 hours,Democratische Republiek Congo,Afgekeurd,5.99 kg CO2/kg,1.25%,Hoog,2023-10-19 06:02:53.867663,6,3.0,2020-09-28,4.37%,226.0 kWh
43,Voldoet niet,2020-06-04 09:45:26.478346,1.35 kg,Medium,3.44 uur,Grinder 1,Geen,4382,2020-06-04 07:37:21.720100,844,22 dagen,Arabica,2022-03-13,78.01%,300 units,597,79,2020-06-04 07:14:40,Filling Machine 3,Packager 5,472.18 euros,2020-06-04 07:51:50.885605,2020-06-04 09:07:04.969625,8237,3.44 hours,Bolivia,Afgekeurd,3.42 kg CO2/kg,1.46%,Zeer Hoog,2020-06-04 07:55:10.106552,4,5.0,2022-07-30,1.16%,abc kWh
65,Voldoet,2020-03-06 09:23:15.223974,0.82 kg,Medium-Donker,4.96 uur,Grinder 2,Geen,4515,2020-03-06 07:21:20.614729,381,10 dagen,Arabica,2023-12-19,78.70%,300 units,7976,42,2020-03-06 06:53:44,Filling Machine 5,Packager 3,548.17 euros,2020-03-06 07:42:57.352733,0000-00-00 00:00:00,830,4.96 hours,Burundi,Goedgekeurd,7.14 kg CO2/kg,0.72%,Laag,2020-03-06 07:56:14.703517,3,6.0,2024-06-28,2.39%,289.0 kWh
30,Voldoet niet,2023-05-04 08:11:05.180000,0.78 kg,Licht,3.87 uur,Grinder 5,Geen,5637,2023-05-04 06:07:22.361900,6897,13 dagen,Arabica,2022-01-24,70.94%,400 units,2682,89,2023-05-04 05:53:49,Filling Machine 2,Packager 1,493.72 euros,2023-05-04 06:28:23.257848,2023-05-04 07:38:23.520470,7447,3.87 hours,Brazilië,Afgekeurd,5.30 kg CO2/kg,0.66%,Kritiek,2023-05-04 06:35:45.338770,7,2.0,2022-07-13,1.99%,240.0 kWh
48,Voldoet,2020-09-13 06:08:31.182965,0.99 kg,Medium,2.94 uur,Grinder 4,Geen,7445,2020-09-13 03:05:52.135837,1395,22 dagen,Liberica,2023-06-10,65.02%,200 units,6612,70,2020-09-13 02:55:51,Filling Machine 4,Packager 1,446.84 euros,2020-09-13 03:31:21.361889,31-02-2025 25:61:61,8948,2.94 hours,Kenia,Goedgekeurd,8.13 kg CO2/kg,1.65%,Laag,2020-09-13 03:46:10.877544,6,1.0,2023-12-11,3.55%,243.0 kWh
93,Voldoet niet,2020-07-21 02:28:55.632899,1.19 kg,Medium,3.96 uur,Grinder 1,Geen,1216,2020-07-21 00:02:32.439753,1103,25 dagen,Arabica,2023-09-25,81.21%,400 units,2083,36,2020-07-20 23:46:24,Filling Machine 1,Packager 4,497.84 euros,2020-07-21 00:44:39.589593,2020-07-21 01:41:12.861066,1031,3.96 hours,Kenia,Herziening vereist,2.13 kg CO2/kg,0.39%,Hoog,2020-07-21 00:55:56.196338,6,7.0,,0.45%,322.0 kWh
58,Voldoet,2023-06-24 04:15:13.074079,1.10 kg,Licht,3.14 uur,Grinder 5,Geen,4625,2023-06-24 01:40:04.658416,7173,21 dagen,Arabica,2022-02-12,71.38%,400 units,8306,25,2023-06-24 01:13:16,Filling Machine 5,Packager 1,456.98 euros,2023-06-24 02:16:27.502679,2023-06-24 03:28:21.907581,8999,3.14 hours,India,Goedgekeurd,3.59 kg CO2/kg,1.43%,Laag,2023-06-24 02:28:22.837664,5,3.0,2022-06-17,2.48%,179.0 kWh
48,Voldoet,2023-03-19 16:35:50.890645,0.82 kg,Medium,2.73 uur,Grinder 3,Geen,6446,2023-03-19 14:07:15.229613,6650,5 dagen,Excelsa,2021-07-28,78.93%,200 units,4253,54,2023-03-19 13:50:25,Filling Machine 2,Packager 5,436.25 euros,2023-03-19 14:49:31.653000,2023-03-19 16:14:16.992343,7957,2.73 hours,Ivoorkust,Afgekeurd,6.60 kg CO2/kg,0.24%,Hoog,2023-03-19 15:03:39.460952,4,2.0,2022-01-22,1.47%,328.0 kWh
98,Voldoet,2021-08-30 06:20:32.052077,1.10 kg,Licht,4.05 uur,Grinder 3,Geen,7997,2021-08-30 03:36:19.262429,3414,14 dagen,Arabica,2021-12-13,82.18%,400 units,1717,66,2021-08-30 03:20:19,Filling Machine 3,Packager 4,502.27 euros,2021-08-30 04:10:43.977197,2021-08-30 05:39:26.917724,1266,4.05 hours,Jamaica,Goedgekeurd,7.25 kg CO2/kg,0.71%,Matig,2021-08-30 04:31:13.543989,3,6.0,2022-09-06,3.10%,288.0 kWh
26,Voldoet gedeeltelijk,2023-09-10 06:12:48.214243,,Licht,3.48 uur,Grinder 1,Geen,9589,2023-09-10 03:45:21.269178,7586,12 dagen,Arabica,2022-03-26,76.53%,200 units,615,46,2023-09-10 03:33:14,Filling Machine 5,Packager 5,473.85 euros,2023-09-10 04:07:28.652610,2023-09-10 05:41:32.719235,7704,3.48 hours,Nicaragua,Herziening vereist,3.68 kg CO2/kg,0.59%,Matig,2023-09-10 04:23:55.908135,8,5.0,2022-09-05,1.71%,332.0 kWh
47,Voldoet,2023-02-26 02:59:20.650789,1.03 kg,Medium,3.26 uur,Grinder 5,Geen,1600,2023-02-26 00:30:07.097460,9999,20 dagen,Arabica,2021-02-01,69.50%,NaN,729,58,2023-02-26 00:17:35,Filling Machine 1,Packager 1,463.01 euros,2023-02-26 00:58:17.373681,2023-02-26 02:33:06.082728,6285,3.26 hours,Bolivia,Goedgekeurd,3.08 kg CO2/kg,0.24%,Laag,2023-02-26 01:18:59.882058,7,7.0,2021-09-02,1.86%,277.0 kWh
72,Voldoet,2021-07-23 18:59:07.935663,1.17 kg,Medium,3.56 uur,Grinder 5,Geen,5121,2021-07-23 16:45:25.949121,3210,11 dagen,Robusta,2022-06-15,78.51%,500 units,6302,36,2021-07-23 16:37:35,Filling Machine 1,Packager 5,477.84 euros,2021-07-23 17:13:54.492777,2021-07-23 18:28:24.056973,8480,3.56 hours,Honduras,Herziening vereist,4.67 kg CO2/kg,1.54%,Matig,31-02-2025 25:61:61,2,5.0,2023-05-09,1.78%,250.0 kWh
66,Voldoet,2020-02-02 21:09:53.041638,0.92 kg,Medium,3.82 uur,Grinder 3,Geen,7668,2020-02-02 19:40:25.686831,186,17 dagen,Arabica,2020-02-13,85.79%,500 units,6169,38,2020-02-02 19:26:23,Filling Machine 1,Packager 4,490.83 euros,2020-02-02 20:06:49.619397,2020-02-02 20:40:16.787969,8348,3.82 hours,Puerto Rico,Goedgekeurd,4.99 kg CO2/kg,0.85%,Laag,2020-02-02 20:18:06.265382,3,8.0,2020-06-15,2.67%,177.0 kWh
56,Voldoet,2021-06-12 18:30:01.123854,0.92 kg,Medium,4.23 uur,Grinder 4,Geen,7068,2021-06-12 16:21:07.482939,2961,10 dagen,Robusta,2023-02-03,67.09%,100 units,1220,56,2021-06-12 15:58:05,Filling Machine 1,Packager 2,511.45 euros,2021-06-12 16:56:10.285386,2021-06-12 18:03:21.163803,666,4.23 hours,Dominicaanse Republiek,Afgekeurd,6.30 kg CO2/kg,0.93%,Kritiek,2021-06-12 17:06:33.762088,6,2.0,2023-04-09,2.09%,162.0 kWh
62,Voldoet gedeeltelijk,2021-03-21 18:20:48.491931,0.87 kg,Licht,5.00 uur,Grinder 2,Geen,8452,2021-03-21 16:10:40.135389,2496,9 dagen,Arabica,2020-06-14,79.95%,400 units,3510,53,2021-03-21 15:48:03,Filling Machine 1,Packager 3,550.04 euros,onbekend,2021-03-21 17:50:47.180003,2207,500 hours,Democratische Republiek Congo,Afgekeurd,4.51 kg CO2/kg,1.26%,Matig,2021-03-21 16:54:08.606466,4,5.0,2020-10-09,2.74%,264.0 kWh
52,Voldoet,2021-06-25 23:30:02.970045,1.21 kg,Medium,3.69 uur,Grinder 5,Geen,8534,2021-06-25 21:01:18.115304,3046,6 dagen,Robusta,2020-10-22,61.33%,200 units,5349,30,2021-06-25 20:43:56,Filling Machine 2,Packager 1,484.46 euros,2021-06-25 21:36:55.837879,2021-06-25 22:57:47.127656,7438,3.69 hours,Madagascar,Herziening vereist,5.23 kg CO2/kg,0.68%,Zeer Hoog,2021-06-25 21:52:00.842337,8,8.0,2021-07-26,2.29%,278.0 kWh
61,Voldoet niet,2021-10-26 02:04:53.495884,1.00 kg,Licht,3.18 uur,Grinder 4,Uitstekende kwaliteit,8709,2021-10-25 23:56:59.764413,3745,16 dagen,Robusta,2023-01-19,94.19%,300 units,8907,70,2021-10-25 23:35:44,Filling Machine 3,Packager 2,458.76 euros,2021-10-26 00:30:24.311734,2021-10-26 01:26:10.615749,9648,???,Puerto Rico,Herziening vereist,1.00 kg CO2/kg,1.24%,Matig,2021-10-26 00:41:16.518107,1,5.0,2023-09-15,2.46%,215.0 kWh
46,Voldoet,2020-02-07 23:26:47.688062,1.06 kg,Medium,4.40 uur,Grinder 4,Geen,3216,2020-02-07 21:21:56.629249,216,17 dagen,Arabica,2022-11-08,61.25%,400 units,2969,68,2020-02-07 21:03:08,Filling Machine 5,###,519.93 euros,2020-02-07 21:50:24.896211,2020-02-07 22:49:53.552596,5303,4.40 hours,Burundi,Herziening vereist,,1.39%,Hoog,2020-02-07 22:02:16.560802,onbekend,4.0,2023-01-17,4.30%,999999 kWh
56,Voldoet,2022-05-14 09:42:17.651846,0.76 kg,Medium-Donker,3.09 uur,Grinder 3,Geen,9408,2022-05-14 07:39:04.309370,4923,13 dagen,Liberica,2022-03-09,64.53%,300 units,4316,34,2022-05-14 07:26:22,Filling Machine 5,Packager 1,454.65 euros,2022-05-14 08:06:18.185545,2022-05-14 09:15:17.875759,2620,3.09 hours,Panama,Goedgekeurd,,1.58%,Laag,onbekend,2,6.0,2022-08-29,1.97%,156.0 kWh
